P.s,Item,Cond,Antecedent,Consequent,Premise,Conclusion,CondType,Did the conclusion follow with logical neccesity 
10,28,7,1,0,0,0,CF,No
10,29,6,1,0,0,0,ACF,No
10,30,5,0,1,0,0,MPF,No
10,31,4,1,1,0,0,DB,No
10,32,3,1,0,1,0,CB,Yes
11,1,3,0,1,1,0,CB,Yes
11,2,2,1,0,0,0,AC,No
11,3,1,0,0,1,0,MP,Yes
11,4,8,1,1,0,0,DF,Yes
11,5,7,1,0,0,0,CF,Yes
11,6,6,1,0,0,0,ACF,No
11,7,5,1,0,0,0,MPF,No
11,8,4,0,0,1,0,DB,No
11,9,3,0,1,0,0,CB,Yes
11,10,2,1,0,0,0,AC,Yes
11,11,1,1,0,0,0,MP,Yes
11,12,8,0,0,0,0,DF,No
11,13,7,1,0,0,0,CF,No
11,14,6,0,1,1,0,ACF,No
11,15,5,1,1,0,0,MPF,No
11,16,4,0,0,1,0,DB,No
11,17,3,1,0,0,0,CB,Yes
11,18,2,1,1,1,0,AC,No
11,19,1,1,0,1,0,MP,Yes
11,20,8,1,0,1,0,DF,No
11,21,7,0,0,0,0,CF,No
11,22,6,1,0,0,0,ACF,No
11,23,5,1,1,0,0,MPF,No
11,24,4,0,0,1,0,DB,No
11,25,3,0,0,1,0,CB,Yes
11,26,2,1,1,0,0,AC,Yes
11,27,1,1,0,1,0,MP,Yes
11,28,8,0,0,0,0,DF,Yes
11,29,7,0,0,0,0,CF,No
11,30,6,1,0,0,0,ACF,No
11,31,5,1,0,0,0,MPF,No
11,32,4,1,0,1,0,DB,No
12,1,4,1,0,0,0,DB,No
12,2,3,1,1,0,0,CB,Yes
12,3,2,1,1,1,0,AC,No
12,4,1,1,1,1,0,MP,Yes
12,5,8,0,0,1,0,DF,Yes
12,6,7,1,1,0,0,CF,No
12,7,6,1,1,0,0,ACF,No
12,8,5,0,1,0,0,MPF,No
12,9,4,1,1,1,0,DB,No
12,10,3,1,0,1,0,CB,Yes
12,11,2,1,0,1,0,AC,Yes
12,12,1,1,1,0,0,MP,Yes
12,13,8,1,0,0,0,DF,Yes
12,14,7,1,1,0,0,CF,Yes
12,15,6,1,0,0,0,ACF,No
12,16,5,1,1,0,0,MPF,No
12,17,4,0,1,1,0,DB,No
12,18,3,0,0,0,0,CB,Yes
12,19,2,1,1,1,0,AC,No
12,20,1,1,0,0,0,MP,Yes
12,21,8,1,1,0,0,DF,Yes
12,22,7,1,0,0,0,CF,No
12,23,6,1,1,0,0,ACF,No
12,24,5,1,1,0,0,MPF,No
12,25,4,1,0,1,0,DB,No
12,26,3,1,1,0,0,CB,Yes
12,27,2,1,1,1,0,AC,No
12,28,1,1,1,0,0,MP,Yes
12,29,8,1,0,1,0,DF,Yes
12,30,7,1,0,0,0,CF,Yes
12,31,6,1,1,0,0,ACF,No
12,32,5,1,1,0,0,MPF,No
13,1,5,1,1,1,0,MPF,No
13,2,4,1,1,1,0,DB,No
13,3,3,1,0,0,0,CB,Yes
13,4,2,0,0,1,0,AC,No
13,5,1,0,0,0,0,MP,Yes
13,6,8,1,0,0,0,DF,Yes
13,7,7,1,1,0,0,CF,No
13,8,6,1,0,0,0,ACF,No
13,9,5,1,0,1,0,MPF,No
13,10,4,1,1,1,0,DB,No
13,11,3,1,0,0,0,CB,No
13,12,2,1,0,1,0,AC,Yes
13,13,1,1,0,1,0,MP,Yes
13,14,8,1,0,0,0,DF,No
13,15,7,1,0,1,0,CF,No
13,16,6,1,1,1,0,ACF,No
13,17,5,1,0,0,0,MPF,No
13,18,4,1,0,0,0,DB,No
13,19,3,1,1,1,0,CB,No
13,20,2,1,0,1,0,AC,Yes
13,21,1,1,0,0,0,MP,Yes
13,22,8,0,0,0,0,DF,Yes
13,23,7,1,1,1,0,CF,Yes
13,24,6,1,0,0,0,ACF,No
13,25,5,1,0,1,0,MPF,No
13,26,4,1,1,1,0,DB,No
13,27,3,1,0,1,0,CB,Yes
13,28,2,0,1,0,0,AC,Yes
13,29,1,1,0,0,0,MP,Yes
13,30,8,1,0,1,0,DF,No
13,31,7,1,0,1,0,CF,No
13,32,6,1,1,1,0,ACF,No
14,1,6,1,1,1,0,ACF,No
14,2,5,,,,,MPF,Yes
14,3,4,1,1,1,0,DB,Yes
14,4,3,1,0,1,0,CB,Yes
14,5,2,0,0,0,0,AC,Yes
14,6,1,0,0,1,0,MP,Yes
14,7,8,0,0,0,0,DF,No
14,8,7,1,0,1,0,CF,No
14,9,6,1,0,1,0,ACF,No
14,10,5,1,1,1,0,MPF,No
14,11,4,0,0,0,0,DB,Yes
14,12,3,0,0,0,0,CB,Yes
14,13,2,1,1,1,0,AC,Yes
14,14,1,1,0,1,0,MP,Yes
14,15,8,1,0,1,0,DF,No
14,16,7,1,0,0,0,CF,No
14,17,6,0,0,1,0,ACF,No
14,18,5,0,0,1,0,MPF,No
14,19,4,1,1,1,0,DB,Yes
14,20,3,1,0,0,0,CB,Yes
14,21,2,1,0,0,0,AC,Yes
14,22,1,0,0,0,0,MP,Yes
14,23,8,1,0,1,0,DF,No
14,24,7,0,0,1,0,CF,No
14,25,6,0,0,0,0,ACF,No
14,26,5,1,1,1,0,MPF,No
14,27,4,0,0,1,0,DB,Yes
14,28,3,0,0,1,0,CB,Yes
14,29,2,0,0,1,0,AC,Yes
14,30,1,1,0,1,0,MP,Yes
14,31,8,0,0,1,0,DF,No
14,32,7,0,0,1,0,CF,No
15,1,7,1,1,0,0,CF,No
15,2,6,1,1,1,0,ACF,No
15,3,5,1,0,1,0,MPF,No
15,4,4,0,0,0,0,DB,No
15,5,3,0,0,0,0,CB,No
15,6,2,0,0,0,0,AC,No
15,7,1,0,0,0,0,MP,Yes
15,8,8,0,0,1,0,DF,Yes
15,9,7,1,0,1,0,CF,Yes
15,10,6,1,1,0,0,ACF,No
15,11,5,0,0,1,0,MPF,No
15,12,4,1,1,1,0,DB,No
15,13,3,1,1,1,0,CB,No
15,14,2,1,1,1,0,AC,No
15,15,1,0,0,0,0,MP,Yes
15,16,8,0,0,0,0,DF,Yes
15,17,7,0,0,0,0,CF,No
15,18,6,0,1,0,0,ACF,No
15,19,5,1,0,0,0,MPF,No
15,20,4,0,0,1,0,DB,No
15,21,3,0,0,1,0,CB,No
15,22,2,1,1,0,0,AC,No
15,23,1,1,1,0,0,MP,Yes
15,24,8,0,0,0,0,DF,Yes
15,25,7,1,1,1,0,CF,No
15,26,6,0,0,0,0,ACF,No
15,27,5,1,0,0,0,MPF,No
15,28,4,0,1,0,0,DB,No
15,29,3,0,0,0,0,CB,No
15,30,2,0,0,1,0,AC,No
15,31,1,1,0,0,0,MP,Yes
15,32,8,1,0,0,0,DF,Yes
16,1,8,0,1,0,0,DF,Yes
16,2,7,1,1,0,0,CF,No
16,3,6,0,1,1,0,ACF,No
16,4,5,1,0,0,0,MPF,No
16,5,4,0,1,1,0,DB,No
16,6,3,0,1,1,0,CB,Yes
16,7,2,1,1,1,0,AC,Yes
16,8,1,0,0,1,0,MP,Yes
16,9,8,1,0,0,0,DF,Yes
16,10,7,1,1,1,0,CF,No
16,11,6,1,0,0,0,ACF,No
16,12,5,1,1,0,0,MPF,No
16,13,4,0,0,0,0,DB,No
16,14,3,1,1,1,0,CB,Yes
16,15,2,1,1,1,0,AC,Yes
16,16,1,1,0,1,0,MP,Yes
16,17,8,0,1,1,0,DF,Yes
16,18,7,1,0,1,0,CF,No
16,19,6,0,0,1,0,ACF,No
16,20,5,0,1,0,0,MPF,No
16,21,4,1,0,1,0,DB,No
16,22,3,1,1,0,0,CB,Yes
16,23,2,1,1,1,0,AC,Yes
16,24,1,1,0,0,0,MP,Yes
16,25,8,1,1,0,0,DF,Yes
16,26,7,1,1,1,0,CF,No
16,27,6,0,1,1,0,ACF,No
16,28,5,1,1,1,0,MPF,No
16,29,4,1,1,1,0,DB,No
16,30,3,1,1,1,0,CB,Yes
16,31,2,0,0,1,0,AC,Yes
16,32,1,0,0,0,0,MP,Yes
17,1,1,1,1,0,0,MP,Yes
17,2,8,0,1,0,0,DF,Yes
17,3,7,0,1,1,0,CF,No
17,4,6,1,0,0,0,ACF,No
17,5,5,0,0,0,0,MPF,No
17,6,4,1,1,0,0,DB,No
17,7,3,1,1,0,0,CB,Yes
17,8,2,1,1,0,0,AC,No
17,9,1,1,0,0,0,MP,Yes
17,10,8,1,1,0,0,DF,Yes
17,11,7,1,0,1,0,CF,No
17,12,6,1,0,0,0,ACF,No
17,13,5,1,1,0,0,MPF,No
17,14,4,1,1,0,0,DB,No
17,15,3,0,0,0,0,CB,Yes
17,16,2,1,1,1,0,AC,No
17,17,1,1,1,1,0,MP,Yes
17,18,8,0,0,0,0,DF,Yes
17,19,7,1,1,0,0,CF,No
17,20,6,1,1,0,0,ACF,No
17,21,5,1,0,0,0,MPF,No
17,22,4,1,0,0,0,DB,No
17,23,3,1,1,0,0,CB,Yes
17,24,2,1,1,0,0,AC,No
17,25,1,1,0,0,0,MP,Yes
17,26,8,0,1,1,0,DF,Yes
17,27,7,0,0,0,0,CF,No
17,28,6,1,0,0,0,ACF,No
17,29,5,1,1,0,0,MPF,No
17,30,4,1,0,0,0,DB,No
17,31,3,1,1,0,0,CB,Yes
17,32,2,1,1,0,0,AC,No
18,1,2,1,0,1,0,AC,Yes
18,2,1,1,1,0,0,MP,Yes
18,3,8,1,0,0,0,DF,Yes
18,4,7,1,0,1,0,CF,No
18,5,6,1,0,0,0,ACF,No
18,6,5,1,1,1,0,MPF,No
18,7,4,1,1,1,0,DB,No
18,8,3,1,0,0,0,CB,Yes
18,9,2,0,0,1,0,AC,Yes
18,10,1,1,0,0,0,MP,Yes
18,11,8,0,0,1,0,DF,Yes
18,12,7,1,0,0,0,CF,No
18,13,6,1,1,1,0,ACF,Yes
18,14,5,1,0,1,0,MPF,No
18,15,4,1,0,0,0,DB,No
18,16,3,1,0,1,0,CB,Yes
18,17,2,0,1,0,0,AC,No
18,18,1,1,1,0,0,MP,Yes
18,19,8,1,0,1,0,DF,Yes
18,20,7,1,0,1,0,CF,Yes
18,21,6,0,1,0,0,ACF,No
18,22,5,1,1,0,0,MPF,No
18,23,4,0,0,0,0,DB,No
18,24,3,1,0,1,0,CB,No
18,25,2,1,1,1,0,AC,No
18,26,1,1,0,0,0,MP,Yes
18,27,8,1,0,0,0,DF,Yes
18,28,7,1,1,0,0,CF,Yes
18,29,6,1,0,1,0,ACF,No
18,30,5,1,1,0,0,MPF,No
18,31,4,0,0,0,0,DB,No
18,32,3,0,0,0,0,CB,Yes
19,1,3,0,0,1,0,CB,Yes
19,2,2,0,0,1,0,AC,Yes
19,3,1,1,1,1,0,MP,Yes
19,4,8,1,0,1,0,DF,Yes
19,5,7,0,0,0,0,CF,No
19,6,6,1,0,1,0,ACF,No
19,7,5,1,0,1,0,MPF,No
19,8,4,0,1,1,0,DB,No
19,9,3,1,0,0,0,CB,Yes
19,10,2,1,0,1,0,AC,Yes
19,11,1,1,0,0,0,MP,Yes
19,12,8,1,0,0,0,DF,Yes
19,13,7,1,1,0,0,CF,No
19,14,6,1,0,0,0,ACF,No
19,15,5,1,1,1,0,MPF,No
19,16,4,0,1,1,0,DB,No
19,17,3,1,0,0,0,CB,Yes
19,18,2,1,1,0,0,AC,Yes
19,19,1,0,0,0,0,MP,Yes
19,20,8,0,0,0,0,DF,Yes
19,21,7,1,0,0,0,CF,No
19,22,6,1,0,1,0,ACF,Yes
19,23,5,1,0,1,0,MPF,No
19,24,4,1,0,0,0,DB,No
19,25,3,1,0,0,0,CB,Yes
19,26,2,1,0,1,0,AC,Yes
19,27,1,1,0,0,0,MP,Yes
19,28,8,0,0,0,0,DF,Yes
19,29,7,1,0,1,0,CF,No
19,30,6,1,1,0,0,ACF,No
19,31,5,1,1,0,0,MPF,No
19,32,4,1,0,0,0,DB,Yes
20,1,4,1,0,0,0,DB,No
20,2,3,1,1,0,0,CB,Yes
20,3,2,1,0,1,0,AC,Yes
20,4,1,0,1,0,0,MP,Yes
20,5,8,1,1,1,0,DF,Yes
20,6,7,1,1,0,0,CF,No
20,7,6,1,0,0,0,ACF,No
20,8,5,1,1,1,0,MPF,No
20,9,4,1,1,1,0,DB,No
20,10,3,1,1,0,0,CB,Yes
20,11,2,1,1,0,0,AC,Yes
20,12,1,0,0,0,0,MP,Yes
20,13,8,0,0,0,0,DF,Yes
20,14,7,1,1,1,0,CF,No
20,15,6,1,0,1,0,ACF,No
20,16,5,1,1,0,0,MPF,No
20,17,4,0,0,1,0,DB,No
20,18,3,1,1,1,0,CB,Yes
20,19,2,1,1,0,0,AC,Yes
20,20,1,1,1,0,0,MP,Yes
20,21,8,1,0,0,0,DF,Yes
20,22,7,1,1,0,0,CF,No
20,23,6,1,0,0,0,ACF,No
20,24,5,0,1,0,0,MPF,No
20,25,4,1,1,0,0,DB,No
20,26,3,0,0,0,0,CB,Yes
20,27,2,1,1,1,0,AC,Yes
20,28,1,1,1,0,0,MP,Yes
20,29,8,1,1,1,0,DF,No
20,30,7,0,1,0,0,CF,No
20,31,6,1,0,1,0,ACF,No
20,32,5,1,1,0,0,MPF,No
21,1,5,1,1,0,0,MPF,Yes
21,2,4,1,1,1,0,DB,No
21,3,3,0,0,0,0,CB,Yes
21,4,2,1,0,0,0,AC,Yes
21,5,1,1,0,1,0,MP,Yes
21,6,8,1,0,1,0,DF,No
21,7,7,1,1,1,0,CF,No
21,8,6,1,0,1,0,ACF,No
21,9,5,1,0,1,0,MPF,No
21,10,4,1,0,0,0,DB,Yes
21,11,3,0,1,1,0,CB,Yes
21,12,2,1,0,1,0,AC,Yes
21,13,1,1,1,0,0,MP,Yes
21,14,8,1,0,0,0,DF,No
21,15,7,1,1,0,0,CF,No
21,16,6,1,1,0,0,ACF,No
21,17,5,1,1,0,0,MPF,No
21,18,4,0,1,1,0,DB,No
21,19,3,1,1,1,0,CB,Yes
21,20,2,1,0,0,0,AC,Yes
21,21,1,0,1,1,0,MP,Yes
21,22,8,1,0,1,0,DF,Yes
21,23,7,1,1,1,0,CF,No
21,24,6,1,0,0,0,ACF,No
21,25,5,1,1,0,0,MPF,No
21,26,4,1,1,1,0,DB,No
21,27,3,1,1,1,0,CB,Yes
21,28,2,1,0,0,0,AC,Yes
21,29,1,1,1,1,0,MP,Yes
21,30,8,1,0,1,0,DF,No
21,31,7,1,1,0,0,CF,No
21,32,6,1,0,0,0,ACF,No
22,1,6,1,0,0,0,ACF,No
22,2,5,1,1,1,0,MPF,No
22,3,4,1,0,0,0,DB,No
22,4,3,0,0,0,0,CB,Yes
22,5,2,1,0,1,0,AC,Yes
22,6,1,1,0,0,0,MP,Yes
22,7,8,1,0,0,0,DF,Yes
22,8,7,1,0,0,0,CF,No
22,9,6,1,0,0,0,ACF,No
22,10,5,0,0,0,0,MPF,No
22,11,4,1,0,1,0,DB,No
22,12,3,0,0,0,0,CB,Yes
22,13,2,1,0,0,0,AC,Yes
22,14,1,1,0,0,0,MP,Yes
22,15,8,1,0,0,0,DF,Yes
22,16,7,1,0,0,0,CF,No
22,17,6,1,0,1,0,ACF,Yes
22,18,5,1,1,0,0,MPF,No
22,19,4,1,0,1,0,DB,No
22,20,3,0,0,0,0,CB,Yes
22,21,2,1,0,0,0,AC,Yes
22,22,1,0,0,0,0,MP,Yes
22,23,8,1,0,1,0,DF,Yes
22,24,7,1,1,0,0,CF,No
22,25,6,1,1,0,0,ACF,No
22,26,5,1,1,0,0,MPF,No
22,27,4,1,0,0,0,DB,No
22,28,3,0,0,0,0,CB,Yes
22,29,2,1,0,0,0,AC,Yes
22,30,1,1,1,1,0,MP,Yes
22,31,8,1,0,0,0,DF,Yes
