P.s,Item,Cond,Antecedent,Consequent,Premise,Conclusion,CondType,Did the conclusion follow with logical neccesity 
5,21,1,1286,797,400,762,MP,Yes
5,22,8,1295,1723,713,462,DF,Yes
5,23,7,354,2035,935,459,CF,No
5,24,6,1122,2342,1100,560,ACF,No
5,25,5,1482,1994,576,806,MPF,No
5,26,4,1514,1759,612,415,DB,No
5,27,3,855,1240,454,386,CB,Yes
5,28,2,778,1194,143,703,AC,No
5,29,1,2136,263,812,1250,MP,Yes
5,30,8,2436,1579,509,448,DF,Yes
5,31,7,1449,2407,978,447,CF,No
5,32,6,1064,2363,984,818,ACF,No
6,1,6,1233,1240,,460,ACF,No
6,2,5,1352,2496,1680,631,MPF,No
6,3,4,1059,963,1513,189,DB,No
6,4,3,725,2318,2299,434,CB,Yes
6,5,2,752,2301,187,573,AC,Yes
6,6,1,1566,1620,531,1035,MP,Yes
6,7,8,707,1254,2783,446,DF,No
6,8,7,1344,2086,1398,351,CF,No
6,9,6,1141,2000,1266,1302,ACF,No
6,10,5,985,2166,553,,MPF,No
6,11,4,860,2662,982,374,DB,No
6,12,3,1151,2274,857,514,CB,Yes
6,13,2,1493,2045,767,221,AC,Yes
6,14,1,1570,1842,864,725,MP,Yes
6,15,8,963,2369,,145,DF,Yes
6,16,7,787,2595,2024,1972,CF,No
6,17,6,685,1408,1109,1070,ACF,No
6,18,5,707,1670,530,673,MPF,No
6,19,4,1339,1531,940,583,DB,Yes
6,20,3,1363,957,627,617,CB,Yes
6,21,2,501,181,701,624,AC,Yes
6,22,1,1022,1809,1225,422,MP,Yes
6,23,8,1664,2202,492,599,DF,Yes
6,24,7,1201,2753,1249,902,CF,No
6,25,6,859,2605,776,507,ACF,No
6,26,5,1041,1826,1014,1071,MPF,No
6,27,4,730,2485,913,530,DB,No
6,28,3,1618,2077,2456,864,CB,Yes
6,29,2,873,2127,1175,427,AC,Yes
6,30,1,1195,1450,1125,1263,MP,Yes
6,31,8,1362,1582,172,814,DF,No
6,32,7,1018,1885,342,194,CF,No
7,1,7,2707,674,356,245,CF,No
7,2,6,3060,681,708,,ACF,No
7,3,5,2997,2675,,,MPF,No
7,4,4,2063,2664,334,614,DB,No
7,5,3,1038,1248,166,585,CB,Yes
7,6,2,2162,3778,515,250,AC,Yes
7,7,1,3339,828,535,361,MP,Yes
7,8,8,1504,1981,151,638,DF,Yes
7,9,7,2190,981,434,587,CF,No
7,10,6,2063,773,2348,405,ACF,No
7,11,5,2715,1084,1048,301,MPF,No
7,12,4,2004,618,433,245,DB,No
7,13,3,849,1800,164,,CB,Yes
7,14,2,1805,2005,972,,AC,Yes
7,15,1,2076,874,197,1266,MP,Yes
7,16,8,,469,685,220,DF,Yes
7,17,7,2798,1496,1016,,CF,No
7,18,6,1772,1472,,617,ACF,No
7,19,5,1829,1346,1059,864,MPF,No
7,20,4,2221,1017,,407,DB,No
7,21,3,956,662,141,327,CB,Yes
7,22,2,1338,711,162,,AC,Yes
7,23,1,4485,394,103,277,MP,Yes
7,24,8,1515,445,623,478,DF,Yes
7,25,7,2256,917,919,278,CF,No
7,26,6,2535,1317,917,927,ACF,No
7,27,5,2423,1215,435,404,MPF,No
7,28,4,2277,1005,489,489,DB,Yes
7,29,3,8364,1123,398,335,CB,Yes
7,30,2,2626,1472,569,172,AC,Yes
7,31,1,3309,932,152,701,MP,Yes
7,32,8,4235,1390,277,436,DF,Yes
8,1,8,576,1330,547,599,DF,No
8,2,7,1188,898,671,278,CF,Yes
8,3,6,411,432,746,1293,ACF,No
8,4,5,656,672,451,339,MPF,No
8,5,4,975,507,580,398,DB,No
8,6,3,672,649,429,304,CB,Yes
8,7,2,393,945,515,450,AC,Yes
8,8,1,1796,742,369,597,MP,Yes
8,9,8,971,1392,526,1109,DF,Yes
8,10,7,1465,673,476,357,CF,Yes
8,11,6,1458,774,937,528,ACF,No
8,12,5,1917,668,175,300,MPF,No
8,13,4,713,866,,118,DB,Yes
8,14,3,688,529,408,318,CB,Yes
8,15,2,548,579,663,661,AC,Yes
8,16,1,824,734,332,564,MP,Yes
8,17,8,1271,335,580,355,DF,Yes
8,18,7,3246,796,641,696,CF,Yes
8,19,6,2146,644,616,699,ACF,No
8,20,5,948,883,238,493,MPF,No
8,21,4,1024,510,432,1125,DB,No
8,22,3,734,530,422,706,CB,Yes
8,23,2,1232,500,656,348,AC,Yes
8,24,1,1174,1390,489,800,MP,Yes
8,25,8,740,1173,442,860,DF,Yes
8,26,7,677,1337,543,292,CF,Yes
8,27,6,542,488,522,1145,ACF,No
8,28,5,805,905,1345,523,MPF,No
8,29,4,1328,535,627,2725,DB,No
8,30,3,1580,463,375,690,CB,Yes
8,31,2,871,596,160,321,AC,Yes
8,32,1,469,621,456,643,MP,Yes
9,1,1,595,525,527,145,MP,Yes
9,2,8,442,213,728,702,DF,Yes
9,3,7,434,943,1045,1170,CF,No
9,4,6,448,692,478,927,ACF,No
9,5,5,341,762,1430,719,MPF,No
9,6,4,607,1175,865,643,DB,No
9,7,3,420,1388,929,976,CB,Yes
9,8,2,357,503,955,577,AC,Yes
9,9,1,650,853,890,647,MP,Yes
9,10,8,384,1369,947,395,DF,Yes
9,11,7,575,1059,980,317,CF,Yes
9,12,6,610,1401,719,1340,ACF,No
9,13,5,568,940,964,608,MPF,No
9,14,4,225,2004,644,583,DB,No
9,15,3,718,529,561,344,CB,Yes
9,16,2,444,344,629,661,AC,Yes
9,17,1,420,1939,477,241,MP,Yes
9,18,8,484,2748,886,278,DF,Yes
9,19,7,186,1048,1503,589,CF,No
9,20,6,441,631,819,465,ACF,No
9,21,5,396,2070,821,1010,MPF,No
9,22,4,433,893,552,290,DB,No
9,23,3,642,755,723,447,CB,Yes
9,24,2,444,1523,545,430,AC,Yes
9,25,1,332,717,816,582,MP,Yes
9,26,8,370,1301,,138,DF,Yes
9,27,7,323,1090,680,620,CF,Yes
9,28,6,550,1159,925,215,ACF,No
9,29,5,355,829,839,530,MPF,No
9,30,4,157,825,968,268,DB,No
9,31,3,737,1521,975,152,CB,Yes
9,32,2,486,1281,564,285,AC,Yes
10,1,2,417,1085,448,422,AC,No
10,2,1,303,562,379,317,MP,Yes
10,3,8,729,898,709,386,DF,Yes
10,4,7,499,751,833,613,CF,No
10,5,6,428,507,611,375,ACF,No
10,6,5,648,1077,677,332,MPF,No
10,7,4,305,541,377,236,DB,No
10,8,3,448,534,398,253,CB,Yes
10,9,2,1592,1670,508,131,AC,No
10,10,1,572,475,428,672,MP,Yes
10,11,8,490,717,739,403,DF,Yes
10,12,7,512,296,537,169,CF,No
10,13,6,827,1050,447,,ACF,No
10,14,5,941,1033,776,562,MPF,No
10,15,4,450,761,361,206,DB,Yes
10,16,3,561,556,326,157,CB,Yes
10,17,2,348,537,381,284,AC,No
10,18,1,774,821,410,288,MP,Yes
10,19,8,324,1343,643,171,DF,No
10,20,7,422,310,596,400,CF,No
10,21,6,669,1158,690,887,ACF,No
10,22,5,941,780,480,165,MPF,No
10,23,4,589,1558,926,315,DB,No
10,24,3,381,296,488,471,CB,Yes
10,25,2,394,411,797,225,AC,No
10,26,1,1206,605,437,487,MP,Yes
10,27,8,2629,348,473,386,DF,No
10,28,7,379,1054,606,213,CF,No
10,29,6,1202,1562,671,1213,ACF,No
10,30,5,612,664,961,318,MPF,No
10,31,4,392,732,881,649,DB,No
10,32,3,547,2110,934,431,CB,Yes
11,1,3,1296,1529,892,552,CB,Yes
11,2,2,854,1421,1036,1736,AC,No
11,3,1,662,1298,554,844,MP,Yes
11,4,8,448,1038,782,488,DF,Yes
11,5,7,651,1219,702,366,CF,Yes
11,6,6,578,1253,1040,976,ACF,No
11,7,5,940,969,261,280,MPF,No
11,8,4,764,899,618,521,DB,No
11,9,3,907,1456,506,688,CB,Yes
11,10,2,851,1154,1279,170,AC,Yes
11,11,1,1384,1329,681,323,MP,Yes
11,12,8,717,1558,753,,DF,No
11,13,7,569,1880,1601,503,CF,No
11,14,6,746,738,1075,800,ACF,No
11,15,5,705,902,1010,387,MPF,No
11,16,4,803,967,1206,661,DB,No
11,17,3,1164,489,1386,789,CB,Yes
11,18,2,1079,1229,841,452,AC,No
11,19,1,1106,859,1290,422,MP,Yes
11,20,8,488,1099,1012,631,DF,No
11,21,7,481,1139,618,406,CF,No
11,22,6,1093,1505,912,373,ACF,No
11,23,5,1034,941,817,371,MPF,No
11,24,4,875,1851,671,,DB,No
11,25,3,721,946,608,365,CB,Yes
11,26,2,1139,814,950,361,AC,Yes
11,27,1,1022,1902,573,385,MP,Yes
11,28,8,611,1390,627,720,DF,Yes
11,29,7,425,800,924,699,CF,No
11,30,6,768,863,1223,483,ACF,No
11,31,5,1267,1227,674,244,MPF,No
11,32,4,773,1170,614,468,DB,No
12,1,4,615,1143,843,648,DB,No
12,2,3,660,1080,794,309,CB,Yes
12,3,2,683,1100,1127,386,AC,No
12,4,1,638,1005,719,427,MP,Yes
12,5,8,701,1382,854,720,DF,Yes
12,6,7,650,913,975,417,CF,No
12,7,6,618,837,1328,495,ACF,No
12,8,5,652,856,801,582,MPF,No
12,9,4,456,1220,701,694,DB,No
12,10,3,2990,,,368,CB,Yes
12,11,2,633,1261,866,1087,AC,Yes
12,12,1,827,1696,1227,771,MP,Yes
12,13,8,601,863,1084,1126,DF,Yes
12,14,7,716,1280,1365,641,CF,Yes
12,15,6,706,886,1215,643,ACF,No
12,16,5,557,956,1013,546,MPF,No
12,17,4,972,1719,349,452,DB,No
12,18,3,901,1658,668,621,CB,Yes
12,19,2,767,1037,192,491,AC,No
12,20,1,847,207,604,659,MP,Yes
12,21,8,720,1496,1308,619,DF,Yes
12,22,7,666,977,1847,558,CF,No
12,23,6,1524,1020,1054,213,ACF,No
12,24,5,906,803,943,572,MPF,No
12,25,4,579,2188,608,603,DB,No
12,26,3,689,1101,471,304,CB,Yes
12,27,2,716,2292,853,594,AC,No
12,28,1,850,1179,720,627,MP,Yes
12,29,8,770,1115,853,619,DF,Yes
12,30,7,1140,2205,1464,570,CF,Yes
12,31,6,755,1522,958,699,ACF,No
12,32,5,1173,992,907,759,MPF,No
13,1,5,1431,1022,1768,581,MPF,No
13,2,4,904,537,578,430,DB,No
13,3,3,906,764,933,586,CB,Yes
13,4,2,566,1684,709,663,AC,No
13,5,1,1282,1148,1254,835,MP,Yes
13,6,8,1685,1260,1344,513,DF,Yes
13,7,7,762,621,139,359,CF,No
13,8,6,1050,1572,1238,563,ACF,No
13,9,5,1615,807,1186,636,MPF,No
13,10,4,855,887,737,376,DB,No
13,11,3,720,742,737,1112,CB,No
13,12,2,781,776,115,383,AC,Yes
13,13,1,868,847,1062,413,MP,Yes
13,14,8,1132,1163,1603,323,DF,No
13,15,7,1078,1348,,385,CF,No
13,16,6,667,420,706,1013,ACF,No
13,17,5,2063,2262,605,1078,MPF,No
13,18,4,661,1612,1016,230,DB,No
13,19,3,682,750,665,611,CB,No
13,20,2,1486,699,893,496,AC,Yes
13,21,1,2491,715,335,315,MP,Yes
13,22,8,1008,1224,919,2183,DF,Yes
13,23,7,834,909,1109,1381,CF,Yes
13,24,6,1231,1489,109,503,ACF,No
13,25,5,1026,1196,122,528,MPF,No
13,26,4,807,1470,621,769,DB,No
13,27,3,828,2166,947,668,CB,Yes
13,28,2,829,913,1568,1039,AC,Yes
13,29,1,711,813,406,326,MP,Yes
13,30,8,971,835,1001,147,DF,No
13,31,7,846,768,,337,CF,No
13,32,6,1118,1814,1983,814,ACF,No
14,1,6,381,,623,312,ACF,No
14,2,5,,,,,MPF,Yes
14,3,4,169,160,610,190,DB,Yes
14,4,3,137,426,246,431,CB,Yes
14,5,2,,,,1450,AC,Yes
14,6,1,197,,154,329,MP,Yes
14,7,8,177,,465,513,DF,No
14,8,7,446,185,906,910,CF,No
14,9,6,198,,246,427,ACF,No
14,10,5,,,632,455,MPF,No
14,11,4,,,334,645,DB,Yes
14,12,3,,,,1593,CB,Yes
14,13,2,1649,403,264,303,AC,Yes
14,14,1,158,,269,1367,MP,Yes
14,15,8,298,,223,421,DF,No
14,16,7,160,,350,1334,CF,No
14,17,6,,,698,197,ACF,No
14,18,5,,,677,374,MPF,No
14,19,4,573,313,227,251,DB,Yes
14,20,3,168,153,230,741,CB,Yes
14,21,2,830,990,784,,AC,Yes
14,22,1,,,132,1330,MP,Yes
14,23,8,213,658,252,212,DF,No
14,24,7,284,471,346,582,CF,No
14,25,6,601,,694,1304,ACF,No
14,26,5,511,,293,150,MPF,No
14,27,4,,,2059,312,DB,Yes
14,28,3,641,571,1360,202,CB,Yes
14,29,2,,,581,680,AC,Yes
14,30,1,150,,853,563,MP,Yes
14,31,8,,,647,162,DF,No
14,32,7,,,134,361,CF,No
15,1,7,1635,476,870,2208,CF,No
15,2,6,608,1072,967,766,ACF,No
15,3,5,527,794,804,1296,MPF,No
15,4,4,1022,859,812,1512,DB,No
15,5,3,947,789,587,1743,CB,No
15,6,2,999,850,655,1192,AC,No
15,7,1,1917,885,500,789,MP,Yes
15,8,8,686,1073,1102,1051,DF,Yes
15,9,7,1053,359,1085,593,CF,Yes
15,10,6,1196,1442,1021,1318,ACF,No
15,11,5,1803,737,631,1124,MPF,No
15,12,4,1031,226,607,1344,DB,No
15,13,3,668,866,522,790,CB,No
15,14,2,950,1341,535,596,AC,No
15,15,1,1252,1119,518,813,MP,Yes
15,16,8,516,635,694,971,DF,Yes
15,17,7,966,1077,1120,2033,CF,No
15,18,6,1691,873,735,1882,ACF,No
15,19,5,1612,1419,551,1687,MPF,No
15,20,4,500,576,566,725,DB,No
15,21,3,1755,936,560,1097,CB,No
15,22,2,588,1470,645,677,AC,No
15,23,1,993,700,590,301,MP,Yes
15,24,8,1343,1230,555,1182,DF,Yes
15,25,7,1544,1022,1090,1640,CF,No
15,26,6,619,830,891,1420,ACF,No
15,27,5,625,687,686,1261,MPF,No
15,28,4,610,776,575,1149,DB,No
15,29,3,1565,1032,430,1307,CB,No
15,30,2,1872,1605,1093,1231,AC,No
15,31,1,947,523,781,959,MP,Yes
15,32,8,1069,398,990,1670,DF,Yes
16,1,8,1824,828,666,821,DF,Yes
16,2,7,776,1105,756,552,CF,No
16,3,6,971,2186,1089,1134,ACF,No
16,4,5,1153,182,1142,1059,MPF,No
16,5,4,1286,959,422,486,DB,No
16,6,3,839,,426,403,CB,Yes
16,7,2,1391,732,548,451,AC,Yes
16,8,1,1965,1497,410,384,MP,Yes
16,9,8,1268,1202,692,723,DF,Yes
16,10,7,1136,1926,759,642,CF,No
16,11,6,2191,2147,1052,411,ACF,No
16,12,5,1277,1595,691,947,MPF,No
16,13,4,1149,2554,2407,687,DB,No
16,14,3,1238,1131,1121,490,CB,Yes
16,15,2,1721,764,547,606,AC,Yes
16,16,1,1280,539,544,227,MP,Yes
16,17,8,2689,1242,577,509,DF,Yes
16,18,7,2250,1478,1217,596,CF,No
16,19,6,2062,2745,2818,423,ACF,No
16,20,5,2164,1650,1063,626,MPF,No
16,21,4,927,1133,464,212,DB,No
16,22,3,1031,340,504,416,CB,Yes
16,23,2,1254,1218,459,313,AC,Yes
16,24,1,1300,918,852,627,MP,Yes
16,25,8,2176,1718,613,689,DF,Yes
16,26,7,1396,1379,970,673,CF,No
16,27,6,1910,954,393,440,ACF,No
16,28,5,1713,1693,588,1138,MPF,No
16,29,4,1434,635,526,289,DB,No
16,30,3,1231,1162,407,500,CB,Yes
16,31,2,1606,1063,567,204,AC,Yes
16,32,1,1624,1666,950,144,MP,Yes
17,1,1,495,1063,674,625,MP,Yes
17,2,8,385,634,621,560,DF,Yes
17,3,7,522,578,761,354,CF,No
17,4,6,448,165,740,724,ACF,No
17,5,5,1112,892,623,976,MPF,No
17,6,4,558,719,726,518,DB,No
17,7,3,557,780,479,576,CB,Yes
17,8,2,801,1371,974,620,AC,No
17,9,1,649,1020,445,507,MP,Yes
17,10,8,422,610,690,540,DF,Yes
17,11,7,369,848,643,1273,CF,No
17,12,6,461,830,771,308,ACF,No
17,13,5,453,752,686,244,MPF,No
17,14,4,565,1127,695,1587,DB,No
17,15,3,703,689,407,10533,CB,Yes
17,16,2,2318,1116,487,271,AC,No
17,17,1,386,1066,426,449,MP,Yes
17,18,8,603,815,832,1084,DF,Yes
17,19,7,697,767,715,733,CF,No
17,20,6,685,215,250,683,ACF,No
17,21,5,651,1120,792,1433,MPF,No
17,22,4,400,919,765,1032,DB,No
17,23,3,1300,954,638,455,CB,Yes
17,24,2,687,721,528,165,AC,No
17,25,1,802,929,443,616,MP,Yes
17,26,8,397,1535,773,1100,DF,Yes
17,27,7,609,813,522,1161,CF,No
17,28,6,594,553,728,426,ACF,No
17,29,5,524,905,597,297,MPF,No
17,30,4,420,644,603,271,DB,No
17,31,3,414,791,426,536,CB,Yes
17,32,2,670,911,695,751,AC,No
18,1,2,375,986,1037,447,AC,Yes
18,2,1,678,1158,776,880,MP,Yes
18,3,8,523,138,1095,656,DF,Yes
18,4,7,392,377,1028,409,CF,No
18,5,6,850,972,985,572,ACF,No
18,6,5,673,1045,913,368,MPF,No
18,7,4,1168,1307,795,1234,DB,No
18,8,3,798,754,664,630,CB,Yes
18,9,2,427,1315,748,674,AC,Yes
18,10,1,772,1421,456,550,MP,Yes
18,11,8,912,1280,847,541,DF,Yes
18,12,7,424,1616,1735,430,CF,No
18,13,6,657,1244,1686,642,ACF,Yes
18,14,5,657,1477,1047,1239,MPF,No
18,15,4,966,790,732,755,DB,No
18,16,3,475,158,759,636,CB,Yes
18,17,2,755,804,1324,708,AC,No
18,18,1,637,880,801,462,MP,Yes
18,19,8,706,349,1028,629,DF,Yes
18,20,7,730,142,1153,479,CF,Yes
18,21,6,699,936,1219,771,ACF,No
18,22,5,1344,1515,898,654,MPF,No
18,23,4,642,1048,1740,729,DB,No
18,24,3,1223,1302,563,705,CB,No
18,25,2,2040,1124,908,375,AC,No
18,26,1,656,1664,738,359,MP,Yes
18,27,8,711,856,1391,411,DF,Yes
18,28,7,407,1327,1137,471,CF,Yes
18,29,6,926,1183,670,1428,ACF,No
18,30,5,852,682,1006,671,MPF,No
18,31,4,397,811,902,654,DB,No
18,32,3,676,1056,626,742,CB,Yes
19,1,3,523,666,,944,CB,Yes
19,2,2,287,703,343,246,AC,Yes
19,3,1,1563,585,677,284,MP,Yes
19,4,8,311,652,,306,DF,Yes
19,5,7,289,572,1139,,CF,No
19,6,6,334,1074,451,403,ACF,No
19,7,5,639,1457,632,404,MPF,No
19,8,4,318,402,415,449,DB,No
19,9,3,522,609,352,254,CB,Yes
19,10,2,366,1029,716,311,AC,Yes
19,11,1,528,699,547,264,MP,Yes
19,12,8,332,536,474,239,DF,Yes
19,13,7,438,305,735,445,CF,No
19,14,6,477,962,656,131,ACF,No
19,15,5,570,783,893,1230,MPF,No
19,16,4,337,1214,358,311,DB,No
19,17,3,725,526,478,835,CB,Yes
19,18,2,728,238,163,,AC,Yes
19,19,1,327,726,464,171,MP,Yes
19,20,8,474,899,1284,937,DF,Yes
19,21,7,921,649,534,833,CF,No
19,22,6,367,815,611,845,ACF,Yes
19,23,5,902,636,834,952,MPF,No
19,24,4,274,1173,476,428,DB,No
19,25,3,539,802,572,2732,CB,Yes
19,26,2,352,286,222,582,AC,Yes
19,27,1,2070,689,376,427,MP,Yes
19,28,8,351,764,368,838,DF,Yes
19,29,7,338,305,,295,CF,No
19,30,6,292,682,1441,,ACF,No
19,31,5,348,2337,858,349,MPF,No
19,32,4,662,407,1068,,DB,Yes
20,1,4,457,180,693,238,DB,No
20,2,3,374,845,749,438,CB,Yes
20,3,2,416,1451,957,263,AC,Yes
20,4,1,550,1113,538,385,MP,Yes
20,5,8,360,1131,517,533,DF,Yes
20,6,7,614,739,791,345,CF,No
20,7,6,329,657,867,321,ACF,No
20,8,5,315,1166,818,410,MPF,No
20,9,4,800,1069,968,198,DB,No
20,10,3,725,1540,,399,CB,Yes
20,11,2,386,1332,782,191,AC,Yes
20,12,1,764,1278,584,627,MP,Yes
20,13,8,460,1019,669,1828,DF,Yes
20,14,7,513,,286,415,CF,No
20,15,6,614,1418,956,513,ACF,No
20,16,5,593,175,886,899,MPF,No
20,17,4,402,1202,732,814,DB,No
20,18,3,490,1389,532,333,CB,Yes
20,19,2,341,1426,1033,489,AC,Yes
20,20,1,796,1058,866,393,MP,Yes
20,21,8,395,773,632,791,DF,Yes
20,22,7,471,1319,844,734,CF,No
20,23,6,350,263,844,481,ACF,No
20,24,5,817,821,841,800,MPF,No
20,25,4,664,589,431,338,DB,No
20,26,3,616,594,628,570,CB,Yes
20,27,2,352,238,1033,656,AC,Yes
20,28,1,1572,1255,474,737,MP,Yes
20,29,8,212,356,322,366,DF,No
20,30,7,834,2150,855,810,CF,No
20,31,6,345,795,1043,624,ACF,No
20,32,5,371,800,1530,377,MPF,No
21,1,5,2721,406,1218,572,MPF,Yes
21,2,4,,1388,873,1915,DB,No
21,3,3,,1990,679,617,CB,Yes
21,4,2,1011,156,1041,743,AC,Yes
21,5,1,1275,2189,1784,498,MP,Yes
21,6,8,1050,902,1530,646,DF,No
21,7,7,999,876,1656,1239,CF,No
21,8,6,799,1885,1351,711,ACF,No
21,9,5,863,1727,1445,820,MPF,No
21,10,4,1081,2345,1021,2075,DB,Yes
21,11,3,712,3089,3122,545,CB,Yes
21,12,2,989,2491,559,505,AC,Yes
21,13,1,1948,3663,1106,279,MP,Yes
21,14,8,2335,2090,6204,1074,DF,No
21,15,7,1063,,,689,CF,No
21,16,6,1630,2281,852,1164,ACF,No
21,17,5,2034,4957,683,498,MPF,No
21,18,4,485,1416,695,493,DB,No
21,19,3,916,1658,805,467,CB,Yes
21,20,2,1452,809,1215,987,AC,Yes
21,21,1,2286,1586,1962,1041,MP,Yes
21,22,8,1847,216,2715,726,DF,Yes
21,23,7,730,1286,1017,753,CF,No
21,24,6,1309,274,1903,1138,ACF,No
21,25,5,808,959,811,494,MPF,No
21,26,4,1259,857,789,384,DB,No
